packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tcptsval|tcptsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|subtype|dss_dsn|dss_rawack|dss_ssn|dss_length|addrid|dsnraw64|dack|dsn|related_mappings|reinjection_of|reinjected_in
3923|any|44.850245475|1529916760.607692248|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2884413|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521521755|1|4557874|3898||
3924|any|44.850254819|1529916760.607701592|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403221|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3925|any|44.862160861|1529916760.619607634|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2887269|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521524611|1|4560730|3898||
3926|any|44.863648355|1529916760.621095128|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403235|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3927|any|44.874175011|1529916760.631621784|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2890125|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521527467|1|4563586|3898||
3928|any|44.875085179|1529916760.632531952|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403246|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3929|any|44.886195923|1529916760.643642696|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2892981|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521530323|1|4566442|3898||
3930|any|44.889708816|1529916760.647155589|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403261|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3931|any|44.898248443|1529916760.655695216|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2895837|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521533179|1|4569298|3898||
3932|any|44.900708806|1529916760.658155579|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403270|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3933|any|44.910291940|1529916760.667738713|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2898693|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521536035|1|4572154|3898||
3934|any|44.910778897|1529916760.668225670|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403282|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3935|any|44.924401829|1529916760.681848602|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2901549|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521538891|1|4575010|3898||
3936|any|44.924414111|1529916760.681860884|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403293|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3937|any|44.934253251|1529916760.691700024|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2904405|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521541747|1|4577866|3898||
3938|any|44.934431654|1529916760.691878427|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403305|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3939|any|44.947117824|1529916760.704564597|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2907261|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521544603|1|4580722|3898||
3940|any|44.947121905|1529916760.704568678|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403317|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3941|any|44.958321850|1529916760.715768623|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2910117|1428|1|908401471|70||1||||0||2||3485921993||||6246007917521547459|1|4583578|3898||
3942|any|44.958496622|1529916760.715943395|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403329|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3943|any|44.964993727|1529916760.722440500|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|2911545|2552|1|908401474|66||1||||0||2|3022403159|3485921993|2911545|2552||6246007917521548887|1|4585006|3943||
3944|any|44.970369213|1529916760.727815986|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403341|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3945|any|44.975192741|1529916760.732639514|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2914097|4284|1|908401477|66||1||||0||2|3022405711|3485921993|2914097|64260||6246007917521551439|1|4587558|3945||
3946|any|44.984489714|1529916760.741936487|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403355|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3947|any|44.993369476|1529916760.750816249|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2918381|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521555723|1|4591842|3945||
3948|any|44.994286940|1529916760.751733713|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403365|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3949|any|45.008246229|1529916760.765693002|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403379|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3950|any|45.011411653|1529916760.768858426|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2922665|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521560007|1|4596126|3945||
3951|any|45.020293362|1529916760.777740135|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403391|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3952|any|45.025033748|1529916760.782480521|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403396|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3953|any|45.029408233|1529916760.786855006|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2926949|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521564291|1|4600410|3945||
3954|any|45.035233495|1529916760.792680268|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403406|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3955|any|45.039569006|1529916760.797015779|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403410|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3956|any|45.047518720|1529916760.804965493|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2931233|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521568575|1|4604694|3945||
3957|any|45.058962697|1529916760.816409470|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403428|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3958|any|45.065535096|1529916760.822981869|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2935517|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521572859|1|4608978|3945||
3959|any|45.075586605|1529916760.833033378|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403447|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3960|any|45.083478856|1529916760.840925629|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2939801|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521577143|1|4613262|3945||
3961|any|45.093528082|1529916760.850974855|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403464|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3962|any|45.101502834|1529916760.858949607|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2944085|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521581427|1|4617546|3945||
3963|any|45.111566318|1529916760.869013091|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403482|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3964|any|45.119541755|1529916760.876988528|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2948369|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521585711|1|4621830|3945||
3965|any|45.129579157|1529916760.887025930|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403501|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3966|any|45.137563758|1529916760.895010531|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2952653|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521589995|1|4626114|3945||
3967|any|45.147906888|1529916760.905353661|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403519|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3968|any|45.155603261|1529916760.913050034|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2956937|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521594279|1|4630398|3945||
3969|any|45.166880350|1529916760.924327123|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403537|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3970|any|45.175532124|1529916760.932978897|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2961221|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521598563|1|4634682|3945||
3971|any|45.185614254|1529916760.943061027|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403557|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3972|any|45.191647518|1529916760.949094291|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2965505|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521602847|1|4638966|3945||
3973|any|45.201695006|1529916760.959141779|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403573|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3974|any|45.209673051|1529916760.967119824|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2969789|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521607131|1|4643250|3945||
3975|any|45.219707614|1529916760.977154387|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403591|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3976|any|45.227671983|1529916760.985118756|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2974073|4284|1|908401477|66||1||||0||2||3485921993||||6246007917521611415|1|4647534|3945||
3977|any|45.237770231|1529916760.995217004|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403609|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3978|any|45.245751380|1529916761.003198153|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2978357|4284|1|908401479|61||1||||0||2|3022469971|3485921993|2978357|64260||6246007917521615699|1|4651818|3978||
3979|any|45.255785016|1529916761.013231789|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403627|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3980|any|45.263904040|1529916761.021350813|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2982641|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521619983|1|4656102|3978||
3981|any|45.276176231|1529916761.033623004|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403645|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3982|any|45.281888083|1529916761.039334856|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2986925|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521624267|1|4660386|3978||
3983|any|45.292058113|1529916761.049504886|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403663|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3984|any|45.299940717|1529916761.057387490|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2991209|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521628551|1|4664670|3978||
3985|any|45.310207349|1529916761.067654122|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403681|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3986|any|45.318059907|1529916761.075506680|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2995493|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521632835|1|4668954|3978||
3987|any|45.328206735|1529916761.085653508|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403699|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3988|any|45.336020717|1529916761.093467490|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2999777|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521637119|1|4673238|3978||
3989|any|45.346338756|1529916761.103785529|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403717|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3990|any|45.354101906|1529916761.111548679|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3004061|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521641403|1|4677522|3978||
3991|any|45.364166959|1529916761.121613732|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403735|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3992|any|45.372023931|1529916761.129470704|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3008345|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521645687|1|4681806|3978||
3993|any|45.382175920|1529916761.139622693|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403753|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3994|any|45.390151209|1529916761.147597982|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3012629|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521649971|1|4686090|3978||
3995|any|45.400234351|1529916761.157681124|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403771|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3996|any|45.408163362|1529916761.165610135|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3016913|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521654255|1|4690374|3978||
3997|any|45.418191085|1529916761.175637858|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403789|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3998|any|45.427296134|1529916761.184742907|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3021197|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521658539|1|4694658|3978||
3999|any|45.437347044|1529916761.194793817|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403808|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4000|any|45.444101047|1529916761.201547820|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3025481|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521662823|1|4698942|3978||
4001|any|45.454125460|1529916761.211572233|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403825|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4002|any|45.462125142|1529916761.219571915|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3029765|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521667107|1|4703226|3978||
4003|any|45.472148779|1529916761.229595552|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403843|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4004|any|45.481125797|1529916761.238572570|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3034049|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521671391|1|4707510|3978||
4005|any|45.491155009|1529916761.248601782|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403862|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4006|any|45.499028657|1529916761.256475430|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3038333|4284|1|908401479|61||1||||0||2||3485921993||||6246007917521675675|1|4711794|3978||
4007|any|45.509055706|1529916761.266502479|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403880|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4008|any|45.516197321|1529916761.273644094|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|3042617|2552|1|908401480|61||1||||0||2|3022534231|3485921993|3042617|2552||6246007917521679959|1|4716078|4008||
4009|any|45.526221817|1529916761.283668590|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403897|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4010|any|45.527096419|1529916761.284543192|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|3045169|4284|1|908401486|61||1||||0||2|3022536783|3485921993|3045169|64260||6246007917521682511|1|4718630|4010||
4011|any|45.537121588|1529916761.294568361|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403908|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4012|any|45.546267840|1529916761.303714613|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3049453|4284|1|908401486|61||1||||0||2||3485921993||||6246007917521686795|1|4722914|4010||
4013|any|45.556293176|1529916761.313739949|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403927|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4014|any|45.565334463|1529916761.322781236|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3053737|4284|1|908401486|61||1||||0||2||3485921993||||6246007917521691079|1|4727198|4010||
4015|any|45.575383592|1529916761.332830365|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403946|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4016|any|45.581310827|1529916761.338757600|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3058021|4284|1|908401486|61||1||||0||2||3485921993||||6246007917521695363|1|4731482|4010||
4017|any|45.591359220|1529916761.348805993|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403962|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4018|any|45.599805753|1529916761.357252526|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3062305|4284|1|908401486|61||1||||0||2||3485921993||||6246007917521699647|1|4735766|4010||
4019|any|45.609840524|1529916761.367287297|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403981|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4020|any|45.619359142|1529916761.376805915|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3066589|4284|1|908401486|61||1||||0||2||3485921993||||6246007917521703931|1|4740050|4010||
4021|any|45.629385541|1529916761.386832314|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908404000|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4022|any|45.636164692|1529916761.393611465|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3070873|4284|1|908401486|61||1||||0||2||3485921993||||6246007917521708215|1|4744334|4010||
4023|any|45.647056847|1529916761.404503620|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908404017|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
4024|any|45.654096176|1529916761.411542949|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3075157|4284|1|908401486|61||1||||0||2||3485921993||||6246007917521712499|1|4748618|4010||
4025|any|45.664296862|1529916761.421743635|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908404035|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
