packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tsval|tsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|dack|dsn
3903|any|44.725111726|1529916760.48256|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3904|any|44.732186682|1529916760.48963|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2855853|2856|1|70|70||1||||0||1|4529314
3905|any|44.741997259|1529916760.49944|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2858709|2856|1|70|70||1||||0||1|4532170
3906|any|44.750175872|1529916760.50762|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3907|any|44.754024385|1529916760.51147|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2861565|2856|1|70|70||1||||0||1|4535026
3908|any|44.754029902|1529916760.51148|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3909|any|44.767810913|1529916760.52526|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2864421|2856|1|70|70||1||||0||1|4537882
3910|any|44.767888725|1529916760.52534|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3911|any|44.778651619|1529916760.5361|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2867277|2856|1|70|70||1||||0||1|4540738
3912|any|44.780291073|1529916760.53774|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3913|any|44.790119947|1529916760.54757|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2870133|2856|1|70|70||1||||0||1|4543594
3914|any|44.793244234|1529916760.55069|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3915|any|44.803415291|1529916760.56086|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2872989|2856|1|70|70||1||||0||1|4546450
3916|any|44.803475633|1529916760.56092|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3917|any|44.814065319|1529916760.57151|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3918|any|44.814231948|1529916760.57168|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2875845|2856|1|70|70||1||||0||1|4549306
3919|any|44.828084919|1529916760.58553|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2878701|2856|1|70|70||1||||0||1|4552162
3920|any|44.828215568|1529916760.58566|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3921|any|44.838161227|1529916760.59561|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2881557|2856|1|70|70||1||||0||1|4555018
3922|any|44.838844323|1529916760.59629|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3923|any|44.850245475|1529916760.60769|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2884413|2856|1|70|70||1||||0||1|4557874
3924|any|44.850254819|1529916760.6077|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3925|any|44.862160861|1529916760.61961|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2887269|2856|1|70|70||1||||0||1|4560730
3926|any|44.863648355|1529916760.6211|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3927|any|44.874175011|1529916760.63162|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2890125|2856|1|70|70||1||||0||1|4563586
3928|any|44.875085179|1529916760.63253|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3929|any|44.886195923|1529916760.64364|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2892981|2856|1|70|70||1||||0||1|4566442
3930|any|44.889708816|1529916760.64716|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3931|any|44.898248443|1529916760.6557|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2895837|2856|1|70|70||1||||0||1|4569298
3932|any|44.900708806|1529916760.65816|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3933|any|44.91029194|1529916760.66774|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2898693|2856|1|70|70||1||||0||1|4572154
3934|any|44.910778897|1529916760.66823|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3935|any|44.924401829|1529916760.68185|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2901549|2856|1|70|70||1||||0||1|4575010
3936|any|44.924414111|1529916760.68186|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3937|any|44.934253251|1529916760.6917|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2904405|2856|1|70|70||1||||0||1|4577866
3938|any|44.934431654|1529916760.69188|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3939|any|44.947117824|1529916760.70456|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2907261|2856|1|70|70||1||||0||1|4580722
3940|any|44.947121905|1529916760.70457|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3941|any|44.95832185|1529916760.71577|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2910117|1428|1|70|70||1||||0||1|4583578
3942|any|44.958496622|1529916760.71594|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3943|any|44.964993727|1529916760.72244|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|2911545|2552|1|66|66||1||||0||1|4585006
3944|any|44.970369213|1529916760.72782|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3945|any|44.975192741|1529916760.73264|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2914097|4284|1|66|66||1||||0||1|4587558
3946|any|44.984489714|1529916760.74194|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3947|any|44.993369476|1529916760.75082|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2918381|4284|1|66|66||1||||0||1|4591842
3948|any|44.99428694|1529916760.75173|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3949|any|45.008246229|1529916760.76569|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3950|any|45.011411653|1529916760.76886|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2922665|4284|1|66|66||1||||0||1|4596126
3951|any|45.020293362|1529916760.77774|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3952|any|45.025033748|1529916760.78248|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3953|any|45.029408233|1529916760.78686|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2926949|4284|1|66|66||1||||0||1|4600410
3954|any|45.035233495|1529916760.79268|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3955|any|45.039569006|1529916760.79702|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3956|any|45.04751872|1529916760.80497|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2931233|4284|1|66|66||1||||0||1|4604694
3957|any|45.058962697|1529916760.81641|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3958|any|45.065535096|1529916760.82298|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2935517|4284|1|66|66||1||||0||1|4608978
3959|any|45.075586605|1529916760.83303|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3960|any|45.083478856|1529916760.84093|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2939801|4284|1|66|66||1||||0||1|4613262
3961|any|45.093528082|1529916760.85097|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3962|any|45.101502834|1529916760.85895|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2944085|4284|1|66|66||1||||0||1|4617546
3963|any|45.111566318|1529916760.86901|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3964|any|45.119541755|1529916760.87699|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2948369|4284|1|66|66||1||||0||1|4621830
3965|any|45.129579157|1529916760.88703|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3966|any|45.137563758|1529916760.89501|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2952653|4284|1|66|66||1||||0||1|4626114
3967|any|45.147906888|1529916760.90535|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3968|any|45.155603261|1529916760.91305|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2956937|4284|1|66|66||1||||0||1|4630398
3969|any|45.16688035|1529916760.92433|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3970|any|45.175532124|1529916760.93298|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2961221|4284|1|66|66||1||||0||1|4634682
3971|any|45.185614254|1529916760.94306|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3972|any|45.191647518|1529916760.94909|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2965505|4284|1|66|66||1||||0||1|4638966
3973|any|45.201695006|1529916760.95914|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3974|any|45.209673051|1529916760.96712|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2969789|4284|1|66|66||1||||0||1|4643250
3975|any|45.219707614|1529916760.97715|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3976|any|45.227671983|1529916760.98512|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2974073|4284|1|66|66||1||||0||1|4647534
3977|any|45.237770231|1529916760.99522|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3978|any|45.24575138|1529916761.0032|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2978357|4284|1|61|61||1||||0||1|4651818
3979|any|45.255785016|1529916761.01323|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3980|any|45.26390404|1529916761.02135|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2982641|4284|1|61|61||1||||0||1|4656102
3981|any|45.276176231|1529916761.03362|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3982|any|45.281888083|1529916761.03933|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2986925|4284|1|61|61||1||||0||1|4660386
3983|any|45.292058113|1529916761.04951|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3984|any|45.299940717|1529916761.05739|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2991209|4284|1|61|61||1||||0||1|4664670
3985|any|45.310207349|1529916761.06765|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3986|any|45.318059907|1529916761.07551|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2995493|4284|1|61|61||1||||0||1|4668954
3987|any|45.328206735|1529916761.08565|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3988|any|45.336020717|1529916761.09347|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2999777|4284|1|61|61||1||||0||1|4673238
3989|any|45.346338756|1529916761.10379|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3990|any|45.354101906|1529916761.11155|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3004061|4284|1|61|61||1||||0||1|4677522
3991|any|45.364166959|1529916761.12161|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3992|any|45.372023931|1529916761.12947|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3008345|4284|1|61|61||1||||0||1|4681806
3993|any|45.38217592|1529916761.13962|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3994|any|45.390151209|1529916761.1476|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3012629|4284|1|61|61||1||||0||1|4686090
3995|any|45.400234351|1529916761.15768|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3996|any|45.408163362|1529916761.16561|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3016913|4284|1|61|61||1||||0||1|4690374
3997|any|45.418191085|1529916761.17564|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3998|any|45.427296134|1529916761.18474|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3021197|4284|1|61|61||1||||0||1|4694658
3999|any|45.437347044|1529916761.19479|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4000|any|45.444101047|1529916761.20155|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3025481|4284|1|61|61||1||||0||1|4698942
4001|any|45.45412546|1529916761.21157|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4002|any|45.462125142|1529916761.21957|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3029765|4284|1|61|61||1||||0||1|4703226
4003|any|45.472148779|1529916761.2296|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4004|any|45.481125797|1529916761.23857|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3034049|4284|1|61|61||1||||0||1|4707510
4005|any|45.491155009|1529916761.2486|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4006|any|45.499028657|1529916761.25648|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3038333|4284|1|61|61||1||||0||1|4711794
4007|any|45.509055706|1529916761.2665|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4008|any|45.516197321|1529916761.27364|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|3042617|2552|1|61|61||1||||0||1|4716078
4009|any|45.526221817|1529916761.28367|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4010|any|45.527096419|1529916761.28454|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|3045169|4284|1|61|61||1||||0||1|4718630
4011|any|45.537121588|1529916761.29457|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4012|any|45.54626784|1529916761.30371|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3049453|4284|1|61|61||1||||0||1|4722914
4013|any|45.556293176|1529916761.31374|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4014|any|45.565334463|1529916761.32278|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3053737|4284|1|61|61||1||||0||1|4727198
4015|any|45.575383592|1529916761.33283|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4016|any|45.581310827|1529916761.33876|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3058021|4284|1|61|61||1||||0||1|4731482
4017|any|45.59135922|1529916761.34881|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4018|any|45.599805753|1529916761.35725|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3062305|4284|1|61|61||1||||0||1|4735766
4019|any|45.609840524|1529916761.36729|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4020|any|45.619359142|1529916761.37681|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3066589|4284|1|61|61||1||||0||1|4740050
4021|any|45.629385541|1529916761.38683|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4022|any|45.636164692|1529916761.39361|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3070873|4284|1|61|61||1||||0||1|4744334
4023|any|45.647056847|1529916761.4045|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4024|any|45.654096176|1529916761.41154|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3075157|4284|1|61|61||1||||0||1|4748618
4025|any|45.664296862|1529916761.42174|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4026|any|45.672538083|1529916761.42999|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3079441|4284|1|61|61||1||||0||1|4752902
4027|any|45.682564522|1529916761.44001|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4028|any|45.690166206|1529916761.44761|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3083725|4284|1|61|61||1||||0||1|4757186
4029|any|45.701342477|1529916761.45879|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4030|any|45.70913106|1529916761.46658|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3088009|4284|1|61|61||1||||0||1|4761470
4031|any|45.719839048|1529916761.47729|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4032|any|45.727105254|1529916761.48455|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3092293|4284|1|61|61||1||||0||1|4765754
4033|any|45.738232663|1529916761.49568|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4034|any|45.74355183|1529916761.501|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3096577|4284|1|61|61||1||||0||1|4770038
4035|any|45.753606893|1529916761.51105|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
4036|any|45.762223207|1529916761.51967|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|3100861|4284|1|61|61||1||||0||1|4774322
